Start Date,End Date,Start Time,End Time,Company,Title,Process,CTC,Venue,Description,Batch,,,,,,,,,,,,,,,,,
2024-09-11,2024-09-14,12:00 AM,12:00 AM,,CAPGEMINI Round: 2 - ANALYST / ANALYST* / SENIOR ANALYST,,-,,Company Shortlisting,,,,,,,,,,,,,,,,,,
2024-09-11,2024-09-12,12:00 AM,12:00 AM,,CAPGEMINI Round: 2 - ANALYST / ANALYST* / SENIOR ANALYST,,-,,Company Shortlisting,,,,,,,,,,,,,,,,,,
2024-09-11,2024-09-14,12:00 AM,12:00 AM,,CAPGEMINI Round: 2 - ANALYST / ANALYST* / SENIOR ANALYST,,-,,Company Shortlisting,,,,,,,,,,,,,,,,,,
2024-09-11,2024-09-14,12:00 AM,12:00 AM,,CAPGEMINI Round: 2 - ANALYST / ANALYST* / SENIOR ANALYST,,-,,Company Shortlisting,,,,,,,,,,,,,,,,,,
2024-09-11,2024-09-14,12:00 AM,12:00 AM,,CAPGEMINI Round: 2 - ANALYST / ANALYST* / SENIOR ANALYST,,-,,Company Shortlisting,,,,,,,,,,,,,,,,,,
2024-09-11,2024-09-14,12:00 AM,12:00 AM,,CAPGEMINI Round: 2 - ANALYST / ANALYST* / SENIOR ANALYST,,-,,Company Shortlisting,,,,,,,,,,,,,,,,,,
2024-09-12,2024-09-12,12:00 AM,12:00 AM,,Ather Energy Round: 3 - GET,,-,,Pre Placement Talk / Online Test,,,,,,,,,,,,,,,,,,
2024-09-12,2024-09-12,12:00 AM,12:00 AM,,Ather Energy Round: 3 - GET,,-,,PPT / Online Test,,,,,,,,,,,,,,,,,,
2024-09-12,2024-09-12,12:00 AM,12:00 AM,,Ather Energy Round: 3 - GET,,-,,Pre Placement Talk / Online Test,,,,,,,,,,,,,,,,,,
2024-09-12,2024-09-12,12:00 AM,12:00 AM,,Ather Energy Round: 3 - GET,,-,,Pre Placement Talk / Online Test,,,,,,,,,,,,,,,,,,
2024-09-12,2024-09-12,12:00 AM,12:00 AM,,Ather Energy Round: 3 - GET,,-,,PPT / Online Test,,,,,,,,,,,,,,,,,,
2024-09-12,2024-09-12,12:00 AM,12:00 AM,,CAPGEMINI Round: 2 - ANALYST / ANALYST* / SENIOR ANALYST,,-,,Company Shortlisting,,,,,,,,,,,,,,,,,,
2024-09-12,2024-09-12,12:00 AM,12:00 AM,,Ather Energy Round: 3 - GET,,-,,PPT / Online Test,,,,,,,,,,,,,,,,,,
2024-09-12,2024-09-12,12:00 AM,12:00 AM,,Cognizant Round: 3 - Programmer Analyst/Programmer analyst trainee,,-,,COMMUNICATION ASSESSMENT,,,,,,,,,,,,,,,,,,
2024-09-12,2024-09-12,12:00 AM,12:00 AM,,Fractal Round: 4 - Imagineer,,-,,Coding Assessment ,,,,,,,,,,,,,,,,,,
2024-09-13,2024-09-13,12:00 AM,12:00 AM,,"SRM Technologies Round: 2 - Intern - Full stack Development, Service now Developers  and Data Analytics ",,-,,Assessment,,,,,,,,,,,,,,,,,,
2024-09-13,2024-09-13,12:00 AM,12:00 AM,,"SRM Technologies Round: 2 - Intern - Full stack Development, Service now Developers  and Data Analytics ",,-,,Assessment,,,,,,,,,,,,,,,,,,
2024-09-13,2024-09-13,12:00 AM,12:00 AM,,Cprime Technologies India Pvt Ltd Round: 2 - Trainee ServiceNow,,-,,Pre Placement Talk,,,,,,,,,,,,,,,,,,
2024-09-13,2024-09-13,12:00 AM,12:00 AM,,Marut Air Systems Pvt.Ltd Round: 2 - Sales Trainee Engineer,,-,,Group Discussion,,,,,,,,,,,,,,,,,,
2024-09-13,2024-09-13,12:00 AM,12:00 AM,,AVASOFT Round: 4 - TRAINEE ENGINEER,,-,,Technical Interview -2,,,,,,,,,,,,,,,,,,
2024-09-13,2024-09-13,12:00 AM,12:00 AM,,Marut Air Systems Pvt.Ltd Round: 2 - Sales Trainee Engineer,,-,,Group Discussion,,,,,,,,,,,,,,,,,,
2024-09-13,2024-09-13,12:00 AM,12:00 AM,,Marut Air Systems Pvt.Ltd Round: 2 - Sales Trainee Engineer,,-,,Group Discussion,,,,,,,,,,,,,,,,,,
2024-09-13,2024-09-18,12:00 AM,12:00 AM,,Ather Energy Round: 4 - GET,,-,,Technical + HR Interview,,,,,,,,,,,,,,,,,,
2024-09-13,2024-09-13,12:00 AM,12:00 AM,, L&T Technology Services Round: 3 - Associate Engineer (Trainee) ,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-13,2024-09-13,12:00 AM,12:00 AM,, L&T Technology Services Round: 3 -  Associate Engineer (Trainee) ,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-14,2024-09-14,12:00 AM,12:00 AM,,Marut Air Systems Pvt.Ltd Round: 3 - Sales Trainee Engineer,,-,,Technical Interview,,,,,,,,,,,,,,,,,,
2024-09-15,2024-09-15,12:00 AM,12:00 AM,,CAPGEMINI Round: 4 - ANALYST / ANALYST* / SENIOR ANALYST,,-,,Coding Assessment / SVAR Communication Test,,,,,,,,,,,,,,,,,,
2024-09-16,2024-09-16,12:00 AM,12:00 AM,,HP Round: 3 - INTERN,,-,,PRE PLACEMENT TALK,,,,,,,,,,,,,,,,,,
2024-09-16,2024-09-16,12:00 AM,12:00 AM,,Cognizant Round: 4 - Programmer Analyst/Programmer analyst trainee,,-,,APTITUDE ASSESSMENT,,,,,,,,,,,,,,,,,,
2024-09-16,2024-09-16,12:00 AM,12:00 AM,,Barclays Round: 3 - GET,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-16,2024-09-16,12:00 AM,12:00 AM,,Fractal Round: 5 - Imagineer,,-,,Technical + HR Interview,,,,,,,,,,,,,,,,,,
2024-09-16,2024-09-16,12:00 AM,12:00 AM,,HP Round: 3 - INTERN,,-,,PRE PLACEMENT TALK,,,,,,,,,,,,,,,,,,
2024-09-16,2024-09-16,12:00 AM,12:00 AM,,Increff Round: 2 - Technical deliver engineer,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-16,2024-09-16,12:00 AM,12:00 AM,,HP Round: 3 - INTERN,,-,,PRE PLACEMENT TALK,,,,,,,,,,,,,,,,,,
2024-09-16,2024-09-16,12:00 AM,12:00 AM,,Barclays Round: 3 - GET,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-16,2024-09-16,12:00 AM,12:00 AM,,Fractal Round: 5 - Imagineer,,-,,Technical + HR Interview,,,,,,,,,,,,,,,,,,
2024-09-16,2024-09-16,12:00 AM,12:00 AM,,Fractal Round: 5 - Imagineer,,-,,Technical + HR Interview,,,,,,,,,,,,,,,,,,
2024-09-17,2024-09-17,12:00 AM,12:00 AM,,Honeywell Round: 3 - GET,,-,,Pre Placement Talk,,,,,,,,,,,,,,,,,,
2024-09-17,2024-09-17,12:00 AM,12:00 AM,,State Street Corporation Round: 3 - Technology Internship Program,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-18,2024-09-18,12:00 AM,12:00 AM,,EagleView Solutions Private Limited Round: 2 - Software Engineer I,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-18,2024-09-18,12:00 AM,12:00 AM,,Reliance Industries Ltd Round: 4 - Graduate Engineering Trainee (GET),,-,,Online Test 2,,,,,,,,,,,,,,,,,,
2024-09-18,2024-09-18,12:00 AM,12:00 AM,,SRF Limited Round: 5 - GET,,-,,Technical Interview Round 2,,,,,,,,,,,,,,,,,,
2024-09-18,2024-09-18,12:00 AM,12:00 AM,,EagleView Solutions Private Limited Round: 2 - Software Engineer I,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-18,2024-09-18,12:00 AM,12:00 AM,,EagleView Solutions Private Limited Round: 2 - Software Engineer I,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-18,2024-09-18,12:00 AM,12:00 AM,,Barclays Round: 4 - GET,,-,,Technical + HR Interview,,,,,,,,,,,,,,,,,,
2024-09-18,2024-09-18,12:00 AM,12:00 AM,,Reliance Industries Ltd Round: 3 - Graduate Engineering Trainee (GET),,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-18,2024-09-20,12:00 AM,12:00 AM,,Volvo Group Round: 5 - Associate Graduate Engineer / Associate Post Graduate Engineer,,-,,HR Interview,,,,,,,,,,,,,,,,,,
2024-09-18,2024-09-18,12:00 AM,12:00 AM,,Cognizant Round: 5 - Programmer Analyst/Programmer analyst trainee,,-,,Technical ASSESSMENT,,,,,,,,,,,,,,,,,,
2024-09-18,2024-09-18,12:00 AM,12:00 AM,,Cognizant Round: 5 - Programmer Analyst/Programmer analyst trainee,,-,,Technical ASSESSMENT,,,,,,,,,,,,,,,,,,
2024-09-18,2024-09-18,12:00 AM,12:00 AM,,SRF Limited Round: 5 - GET,,-,,Technical Interview Round 2,,,,,,,,,,,,,,,,,,
2024-09-18,2024-09-18,12:00 AM,12:00 AM,,Electronic Arts Round: 2 - SE Intern ,,-,,Online MCQ,,,,,,,,,,,,,,,,,,
2024-09-18,2024-09-18,12:00 AM,12:00 AM,,Electronic Arts Round: 2 - SE Intern ,,-,,Online MCQ,,,,,,,,,,,,,,,,,,
2024-09-18,2024-09-18,12:00 AM,12:00 AM,,Electronic Arts Round: 2 - SE Intern ,,-,,Online MCQ,,,,,,,,,,,,,,,,,,
2024-09-18,2024-09-18,12:00 AM,12:00 AM,,Electronic Arts Round: 2 - SE Intern ,,-,,Online MCQ,,,,,,,,,,,,,,,,,,
2024-09-18,2024-09-18,12:00 AM,12:00 AM,,Electronic Arts Round: 2 - SE Intern ,,-,,Online MCQ,,,,,,,,,,,,,,,,,,
2024-09-18,2024-09-18,12:00 AM,12:00 AM,,EagleView Solutions Private Limited Round: 2 - Software Engineer I,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-18,2024-09-18,12:00 AM,12:00 AM,,Reliance Industries Ltd Round: 3 - Graduate Engineering Trainee (GET),,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-19,2024-09-21,12:00 AM,12:00 AM,,Accenture Round: 3 - Associate Software Engineer / Advanced Associate Software Engineer ,,-,,Online Test ( Cognitive & Technical),,,,,,,,,,,,,,,,,,
2024-09-19,2024-09-21,12:00 AM,12:00 AM,,Accenture Round: 3 - Associate Software Engineer / Advanced Associate Software Engineer ,,-,,Online Test ( Cognitive & Technical),,,,,,,,,,,,,,,,,,
2024-09-19,2024-09-21,12:00 AM,12:00 AM,,Accenture Round: 3 - Associate Software Engineer / Advanced Associate Software Engineer ,,-,,Online Test ( Cognitive & Technical),,,,,,,,,,,,,,,,,,
2024-09-19,2024-09-21,12:00 AM,12:00 AM,,Accenture Round: 3 - Associate Software Engineer / Advanced Associate Software Engineer ,,-,,Online Test ( Cognitive & Technical),,,,,,,,,,,,,,,,,,
2024-09-20,2024-09-20,12:00 AM,12:00 AM,,EagleView Solutions Private Limited Round: 3 - Software Engineer I,,-,,Technical + HR Interview,,,,,,,,,,,,,,,,,,
2024-09-20,2024-09-20,12:00 AM,12:00 AM,,MUFG Global Services Round: 2 - Cyber Security /Data Science /Full Stack Developer,,-,,PPT / ONLINE TEST,,,,,,,,,,,,,,,,,,
2024-09-20,2024-09-20,12:00 AM,12:00 AM,,MUFG Global Services Round: 2 - Cyber Security /Data Science /Full Stack Developer,,-,,SCREENING,,,,,,,,,,,,,,,,,,
2024-09-20,2024-09-20,12:00 AM,12:00 AM,,MUFG Global Services Round: 4 - Cyber Security /Data Science /Full Stack Developer,,-,,PPT / ONLINE TEST,,,,,,,,,,,,,,,,,,
2024-09-20,2024-09-20,12:00 AM,12:00 AM,,MUFG Global Services Round: 2 - Cyber Security /Data Science /Full Stack Developer,,-,,SCREENING,,,,,,,,,,,,,,,,,,
2024-09-20,2024-09-20,12:00 AM,12:00 AM,,MUFG Global Services Round: 2 - Cyber Security /Data Science /Full Stack Developer,,-,,SCREENING,,,,,,,,,,,,,,,,,,
2024-09-21,2024-09-21,12:00 AM,12:00 AM,,MUFG Global Services Round: 5 - Cyber Security /Data Science /Full Stack Developer,,-,,Technical + HR Interview,,,,,,,,,,,,,,,,,,
2024-09-21,2024-09-21,12:00 AM,12:00 AM,,MUFG Global Services Round: 5 - Cyber Security /Data Science /Full Stack Developer,,-,,Technical + HR Interview,,,,,,,,,,,,,,,,,,
2024-09-21,2024-09-21,12:00 AM,12:00 AM,,Mckinley Rice Round: 2 -  Mern Developer,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-21,2024-09-21,12:00 AM,12:00 AM,,Mckinley Rice Round: 2 -  Mern Developer,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-22,2024-09-22,12:00 AM,12:00 AM,,DTICI Round: 3 - GET,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-22,2024-09-22,12:00 AM,12:00 AM,,Amagi Round: 2 - Product Support Intern,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-22,2024-09-22,12:00 AM,12:00 AM,,Bajaj Finserv Health Ltd. Round: 2 - Technology Intern,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-22,2024-09-22,12:00 AM,12:00 AM,,Bajaj Finserv Health Ltd. Round: 2 - Technology Intern,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-22,2024-09-22,12:00 AM,12:00 AM,,DTICI Round: 3 - GET,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-23,2024-09-23,12:00 AM,12:00 AM,,Renault Nissan Round: 6 - GET / PGET,,-,,Technical + HR Interview(revised),,,,,,,,,,,,,,,,,,
2024-09-23,2024-09-23,12:00 AM,12:00 AM,,Renault Nissan Round: 6 - GET / PGET,,-,,Technical + HR Interview(revised),,,,,,,,,,,,,,,,,,
2024-09-23,2024-09-23,12:00 AM,12:00 AM,,Prodapt Round: 4 - Software engineer ,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-23,2024-09-23,12:00 AM,12:00 AM,,Prodapt Round: 4 - Software engineer ,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-23,2024-09-23,12:00 AM,12:00 AM,,Prodapt Round: 4 - Software engineer ,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-23,2024-09-23,12:00 AM,12:00 AM,, Nielseniq Round: 2 - Associate Engineer – Entry Level/Associate Support Specialist,,-,,Pre Placement Talk,,,,,,,,,,,,,,,,,,
2024-09-23,2024-09-23,12:00 AM,12:00 AM,, Nielseniq Round: 2 - Associate Engineer – Entry Level/Associate Support Specialist,,-,,Pre Placement Talk,,,,,,,,,,,,,,,,,,
2024-09-23,2024-09-23,12:00 AM,12:00 AM,, Nielseniq Round: 3 - Associate Engineer – Entry Level/Associate Support Specialist,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-23,2024-09-23,12:00 AM,12:00 AM,, Nielseniq Round: 3 - Associate Engineer – Entry Level/Associate Support Specialist,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-23,2024-09-23,12:00 AM,12:00 AM,, Nielseniq Round: 3 - Associate Engineer – Entry Level/Associate Support Specialist,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-23,2024-09-23,12:00 AM,12:00 AM,,KPMG India Round: 2 - Digital Strategy Role / Digital Trust Role,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-23,2024-09-23,12:00 AM,12:00 AM,, Nielseniq Round: 4 - Associate Engineer – Entry Level/Associate Support Specialist,,-,,Coding & Group Discussion,,,,,,,,,,,,,,,,,,
2024-09-24,2024-09-26,12:00 AM,12:00 AM,,Accenture Round: 4 - Associate Software Engineer / Advanced Associate Software Engineer ,,-,,Communication Assessement,,,,,,,,,,,,,,,,,,
2024-09-24,2024-09-24,12:00 AM,12:00 AM,, Nielseniq Round: 5 - Associate Engineer – Entry Level/Associate Support Specialist,,-,,Technical +HR Interview ,,,,,,,,,,,,,,,,,,
2024-09-24,Invalid Date,12:00 AM,,,Bajaj Finserv Health Ltd. Round: 3 - Technology Intern,,-,,QUALIFIER 2,,,,,,,,,,,,,,,,,,
2024-09-24,2024-09-24,12:00 AM,12:00 AM,,Ninjacart Round: 2 - Business Operations Associate / Management Associate,,-,,Pre Placement Talk,,,,,,,,,,,,,,,,,,
2024-09-24,2024-09-24,12:00 AM,12:00 AM,,Cprime Technologies India Pvt Ltd Round: 4 - Trainee ServiceNow,,-,,Presentation Round,,,,,,,,,,,,,,,,,,
2024-09-24,2024-09-24,12:00 AM,12:00 AM,,UST Round: 3 - GET,,-,,Pre Placement Talk,,,,,,,,,,,,,,,,,,
2024-09-24,2024-09-24,12:00 AM,12:00 AM,,Cprime Technologies India Pvt Ltd Round: 4 - Trainee ServiceNow,,-,,Presentation Round,,,,,,,,,,,,,,,,,,
2024-09-24,2024-09-24,12:00 AM,12:00 AM,,UST Round: 3 - GET,,-,,Pre Placement Talk,,,,,,,,,,,,,,,,,,
2024-09-24,Invalid Date,12:00 AM,,,Bajaj Finserv Health Ltd. Round: 3 - Technology Intern,,-,,QUALIFIER 2,,,,,,,,,,,,,,,,,,
2024-09-25,2024-09-25,12:00 AM,12:00 AM,,LEADSQUARED Round: 3 - Sales Development Representative,,-,,Pre Placement Talk,,,,,,,,,,,,,,,,,,
2024-09-25,2024-09-25,12:00 AM,12:00 AM,,iamneo Round: 3 - Technical Trainer,,-,,Pre Placement Talk,,,,,,,,,,,,,,,,,,
2024-09-25,2024-09-25,12:00 AM,12:00 AM,,iamneo Round: 3 - Technical Trainer,,-,,Pre Placement Talk / ONLINE TEST ,,,,,,,,,,,,,,,,,,
2024-09-25,2024-09-25,12:00 AM,12:00 AM,,iamneo Round: 3 - Technical Trainer,,-,, ONLINE TEST ,,,,,,,,,,,,,,,,,,
2024-09-25,2024-09-25,12:00 AM,12:00 AM,,Amagi Round: 3 - Product Support Intern,,-,,Technical Interview + HR,,,,,,,,,,,,,,,,,,
2024-09-25,2024-09-25,12:00 AM,12:00 AM,,Cprime Technologies India Pvt Ltd Round: 5 - Trainee ServiceNow,,-,,Technical Interview,,,,,,,,,,,,,,,,,,
2024-09-25,2024-09-25,12:00 AM,12:00 AM,,Cprime Technologies India Pvt Ltd Round: 5 - Trainee ServiceNow,,-,,Technical Interview,,,,,,,,,,,,,,,,,,
2024-09-25,2024-09-25,12:00 AM,12:00 AM,,LEADSQUARED Round: 3 - Sales Development Representative,,-,,Pre Placement Talk,,,,,,,,,,,,,,,,,,
2024-09-25,2024-09-26,12:00 AM,12:00 AM,,Cprime Technologies India Pvt Ltd Round: 5 - Trainee ServiceNow,,-,,Technical Interview,,,,,,,,,,,,,,,,,,
2024-09-26,2024-09-26,12:00 AM,12:00 AM,,UNOMINDA Round: 3 - GET,,-,,Pre Placement Talk,,,,,,,,,,,,,,,,,,
2024-09-26,2024-09-26,12:00 AM,12:00 AM,,Juspay Round: 2 - SDE,,-,,Online Assessment,,,,,,,,,,,,,,,,,,
2024-09-26,2024-09-26,12:00 AM,12:00 AM,,Juspay Round: 2 - SDE,,-,,Online Assessment,,,,,,,,,,,,,,,,,,
2024-09-26,2024-09-26,12:00 AM,12:00 AM,,Juspay Round: 2 - SDE,,-,,Online Assessment,,,,,,,,,,,,,,,,,,
2024-09-27,2024-09-27,12:00 AM,12:00 AM,,FIS Global Business Solutions India Private Limited Round: 2 - IT TRAINEE,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-27,2024-09-27,12:00 AM,12:00 AM,,Oracle India Pvt Ltd Round: 2 - Associate Software Engineer /   Associate Software Developer,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-27,2024-09-27,12:00 AM,12:00 AM,,Oracle India Pvt Ltd Round: 2 - Associate Software Engineer /   Associate Software Developer,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-27,2024-09-27,12:00 AM,12:00 AM,,Tata Technologies Round: 3 - GET / PGET ,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-28,2024-09-28,12:00 AM,12:00 AM,,Honeywell Round: 4 - GET,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-28,2024-09-28,12:00 AM,12:00 AM,,UST Round: 4 - GET,,-,,Technical Assessment,,,,,,,,,,,,,,,,,,
2024-09-28,2024-09-28,12:00 AM,12:00 AM,,Honeywell Round: 3 - GET,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-28,2024-09-28,12:00 AM,12:00 AM,,Honeywell Round: 3 - GET,,-,,Online Test,,,,,,,,,,,,,,,,,,
2024-09-30,2024-10-01,12:00 AM,12:00 AM,,Electronic Arts Round: 3 - SE Intern ,,-,,Technical Interview +HR,,,,,,,,,,,,,,,,,,
